_id,listing_url,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,images,review_scores
13884253,https://www.airbnb.com/rooms/13884253,Private Sunny Bedroom in a Modern 2 Bedroom Co-op,Apartment,Private room,Real Bed,1,14,flexible,2,1.0,1.0,19,1.0,46.00,60.00,20.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/30f726d6-31f5-4a78-bc6e-2e2a8487c4fe.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 99}"
13884778,https://www.airbnb.com/rooms/13884778,"Luxury Room (rm2), 5 mins from Columbia",Apartment,Private room,Real Bed,3,120,strict_14_with_grace_period,2,1.0,1.0,76,1.0,100.00,40.00,75.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/9146f71a-9be6-4cd5-89ae-904ea305432f.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}"
13885247,https://www.airbnb.com/rooms/13885247,"Cozy, Convenient 1 Bed Apartment!!! UWS Manhattan",Condominium,Entire home/apt,Real Bed,2,450,strict_14_with_grace_period,3,1.0,1.0,29,1.0,110.00,40.00,18.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/4eccc5be-9c0a-4af4-86eb-c2ff89f3c9b0.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 91}"
13891181,https://www.airbnb.com/rooms/13891181,Spacious Sunny Bedroom near JMZ Subways,Apartment,Private room,Real Bed,5,300,strict_14_with_grace_period,2,1.0,1.0,79,2.0,73.00,40.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/ca8a5725-c66d-4139-8572-dd6cad621fc8.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 92}"
13895156,https://www.airbnb.com/rooms/13895156,in the heart of williamsburg,Apartment,Entire home/apt,Real Bed,14,1125,strict_14_with_grace_period,4,2.0,2.0,3,2.0,300.00,120.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/ff1c008a-e02a-428b-9bee-6b51be59e90c.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 93}"
13904840,https://www.airbnb.com/rooms/13904840,Barra da Tijuca - enfrente ao Comitê Olimpico,Apartment,Entire home/apt,Real Bed,2,20,flexible,4,2.0,2.0,0,2.0,500.00,260.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/9acab61b-2b38-478c-a08f-337eb102fe5a.jpg?aki_policy=large'},{}
13905218,https://www.airbnb.com/rooms/13905218,❤️SUPERHOST-Single Ensuite Room@ 1min MTR,Guest suite,Private room,Real Bed,28,1125,strict_14_with_grace_period,1,1.0,1.0,5,1.0,290.00,0.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/93a3427e-8522-4bc9-b677-f4ae2cf54543.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
13905833,https://www.airbnb.com/rooms/13905833,1 BDR PRIME HELLS KITCHEN LOCATION,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2,1.0,1.0,0,1.0,150.00,80.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/70c57afe-5b63-4187-b3b1-24f3e393b214.jpg?aki_policy=large'},{}
13906039,https://www.airbnb.com/rooms/13906039,Quarto 9 Camas ( Suite) LE HOUSE HOSTEL 2,Bed and breakfast,Shared room,Real Bed,1,1125,strict_14_with_grace_period,9,1.0,9.0,5,1.0,48.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/a95ad9ef-e97b-4223-9f62-5865312a7cab.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 96}"
13911574,https://www.airbnb.com/rooms/13911574,Blach home,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,185.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/c02a3ef3-e298-4dff-bf95-f534a3dded14.jpg?aki_policy=large'},{}
13915361,https://www.airbnb.com/rooms/13915361,Twinbeds room with shared bathroom,Hostel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,2.0,5,0.0,259.00,0.00,500.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/6ad460d9-bbd5-48cd-b417-4d545170ca3c.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 76}"
13917109,https://www.airbnb.com/rooms/13917109,City Center,Apartment,Private room,Real Bed,1,6,flexible,1,1.0,1.0,0,1.0,211.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/a8ed5f13-5cdb-4986-8918-6c5a3fd04f62.jpg?aki_policy=large'},{}
1391996,https://www.airbnb.com/rooms/1391996,Room in penthouse with 2 terraces,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,1,1.0,1.0,58,1.0,22.00,20.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/105905630/edd55dc0_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 94}"
13921667,https://www.airbnb.com/rooms/13921667,AMAZİNG BOSPHORUS FLAT,Apartment,Entire home/apt,Real Bed,3,365,flexible,1,1.0,1.0,0,1.0,596.00,596.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/717e6041-7527-4cb2-ad1b-ad79c84cf168.jpg?aki_policy=large'},{}
13923606,https://www.airbnb.com/rooms/13923606,Chambre privée dans joli logement typique Montréal,Apartment,Private room,Real Bed,1,5,strict_14_with_grace_period,2,1.0,1.0,1,1.0,60.00,7.00,15.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/7e2728e0-043e-4585-b64e-2072dc73cd2d.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 6, 'review_scores_rating': 80}"
13924938,https://www.airbnb.com/rooms/13924938,"Beautiful Beach Hale 3bed/2bath, steps to beach",House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,6,3.0,4.0,13,2.0,450.00,225.00,25.00,6,{'picture_url': 'https://a0.muscache.com/im/pictures/d0fa7b8f-3c68-4816-82dc-7286567ee93d.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 97}"
13927034,https://www.airbnb.com/rooms/13927034,Excellent for the Olympic Games in Rio de Janeiro,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,2.0,2.0,0,1.0,746.00,187.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/afffa502-0246-4920-bf49-967c69c9fbdc.jpg?aki_policy=large'},{}
13927230,https://www.airbnb.com/rooms/13927230,Casa completa p olimpíadas com serviços incluído,House,Entire home/apt,Real Bed,5,30,strict_14_with_grace_period,10,5.0,5.0,0,5.0,601.00,2000.00,100.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/7c0d1b37-d48a-4af3-b1c2-d553151e798f.jpg?aki_policy=large'},{}
13934778,https://www.airbnb.com/rooms/13934778,Oceanfront Paradise Condo in Lahaina Towne,Apartment,Entire home/apt,Real Bed,5,60,moderate,4,1.0,2.0,11,1.0,215.00,200.00,15.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/302df062-6ec1-466b-912e-ebe77b4af687.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
13934996,https://www.airbnb.com/rooms/13934996,Penthouse Sands of Kahana Sandy Swimmable Beach,Condominium,Entire home/apt,Real Bed,4,60,strict_14_with_grace_period,9,3.0,6.0,17,3.0,800.00,325.00,50.00,8,{'picture_url': 'https://a0.muscache.com/im/pictures/9906c610-01c2-45cb-a3da-3351087fbe14.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
13937701,https://www.airbnb.com/rooms/13937701,Entire Spacious Artist Apartment,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,10,1.0,140.00,60.00,40.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/edfca469-35ec-4285-91a7-5e6ddf635fd1.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 92}"
13937802,https://www.airbnb.com/rooms/13937802,Bed & Breakfast - Near the Maracanã,Apartment,Private room,Real Bed,2,15,strict_14_with_grace_period,2,1.0,1.0,40,1.0,86.00,,35.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/51b52e15-e156-4f9a-b2d5-09a5391a9bbd.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}"
13940779,https://www.airbnb.com/rooms/13940779,Charming bedroom in the heart of Leblon,Loft,Private room,Real Bed,1,10,moderate,2,1.0,1.0,6,1.0,257.00,150.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/2b1dbca0-ece7-496c-8260-864981bcd311.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 96}"
139416,https://www.airbnb.com/rooms/139416,Casa Alegre Happy House,House,Private room,Real Bed,3,90,moderate,2,1.0,1.0,16,1.0,45.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/882269/b838b4d5_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 93}"
13945645,https://www.airbnb.com/rooms/13945645,Cozy apartment great Area &location( 9 pax),Bed and breakfast,Private room,Real Bed,1,1125,moderate,9,3.0,5.0,0,3.0,1213.00,53.00,53.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/7ee8e874-d6a5-49ef-b13c-6cc738db9525.jpg?aki_policy=large'},{}
13949781,https://www.airbnb.com/rooms/13949781,"Perfect Apartment at Lapa, the bohemian region",Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,2.0,2,1.0,119.00,80.00,0.00,4,{'picture_url': 'https://a0.muscache.com/im/pictures/82137257-12c9-478b-9da5-8f8ec8b5168e.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 100}"
13955139,https://www.airbnb.com/rooms/13955139,Heart of Willimsburg- 1 block from bedford L stop,Apartment,Private room,Real Bed,4,9,flexible,1,1.0,1.0,0,1.0,60.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/1b058355-b984-4ed7-b80c-500388b944e3.jpg?aki_policy=large'},{}
13955233,https://www.airbnb.com/rooms/13955233,Casa da Vó Lêda,House,Entire home/apt,Real Bed,1,1125,flexible,6,3.0,2.0,0,2.0,119.00,140.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/3a9a38d7-d7c9-4463-86bd-f8c08d0e0481.jpg?aki_policy=large'},{}
13960437,https://www.airbnb.com/rooms/13960437,TPC - Antero Quental Residence - Amalia Apartment,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,1.0,2.0,9,1.0,109.00,15.00,10.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/88255ea1-ada5-4582-a6f1-eea2c7de5cb3.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 10, 'review_scores_checkin': 8, 'review_scores_communication': 8, 'review_scores_location': 8, 'review_scores_value': 9, 'review_scores_rating': 71}"
13962683,https://www.airbnb.com/rooms/13962683,Cozy Room at TKL MTR,Apartment,Private room,Real Bed,1,90,flexible,2,1.0,1.0,6,0.5,447.00,50.00,100.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/4d3cb2af-1b35-43a6-ad3e-27ae7f4afbcc.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 90}"
1396721,https://www.airbnb.com/rooms/1396721,Stylish apartment A in city center,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,2.0,207,1.0,145.00,30.00,15.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/21434415/5427f82f_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 97}"
13981245,https://www.airbnb.com/rooms/13981245,Modern Waikiki Studio with Ocean Views 29A,Apartment,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,2,0.0,1.0,149,1.0,99.00,75.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/e27e9e30-ec8d-4de9-a331-ce844aac208a.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 95}"
1398192,https://www.airbnb.com/rooms/1398192,Private room with bathroom,Apartment,Private room,Real Bed,4,1125,moderate,2,1.0,1.0,0,1.0,250.00,150.00,100.00,5,{'picture_url': 'https://a0.muscache.com/im/pictures/894e8c63-2b2d-4ec0-b5dc-da03cacd8a68.jpg?aki_policy=large'},{}
13988788,https://www.airbnb.com/rooms/13988788,quiet and comfortable,Apartment,Entire home/apt,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,557.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/93323d2a-fac1-4575-bf3b-ccfaebd27757.jpg?aki_policy=large'},{}
13993059,https://www.airbnb.com/rooms/13993059,Ventanas Nature Resort  ambiente familiar,Apartment,Entire home/apt,Real Bed,7,1125,flexible,8,4.0,6.0,0,3.0,899.00,120.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/6ef7db8d-6b92-4ab6-bdc6-699344197d0f.jpg?aki_policy=large'},{}
13997910,https://www.airbnb.com/rooms/13997910,Apartamento de luxo em Copacabana - 4 quartos,Apartment,Entire home/apt,Real Bed,1,1125,flexible,8,4.0,4.0,0,4.5,11190.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/56d27407-f610-48f8-9adf-3387adc1d286.jpg?aki_policy=large'},{}
13999182,https://www.airbnb.com/rooms/13999182,Lovely & Cosy apartment in the heart of Sheung Wan,Apartment,Entire home/apt,Real Bed,5,20,flexible,2,1.0,1.0,2,1.0,400.00,100.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/18d82c6b-bc79-448f-8566-5807897cc2d3.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 100}"
14004632,https://www.airbnb.com/rooms/14004632,"Stylish, spacious, central, shared rooftop terrace",Serviced apartment,Entire home/apt,Real Bed,2,29,moderate,6,2.0,3.0,71,2.0,129.00,0.00,0.00,6,{'picture_url': 'https://a0.muscache.com/im/pictures/98e4336d-31eb-4d55-87f0-39b74ad23542.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 95}"
14013822,https://www.airbnb.com/rooms/14013822,Maui Beach House Chic Style with Tropical Views,Condominium,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,5,2.0,0.0,6,2.0,486.00,215.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/3edcbc20-380e-4b2d-b087-13b87e7f1874.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
14018725,https://www.airbnb.com/rooms/14018725,A lovely cozy apartment near HKU,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2,1.0,2.0,1,1.0,518.00,50.00,200.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/9044fe6f-047d-4aee-b426-d859fffe98f5.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 80}"
14037885,https://www.airbnb.com/rooms/14037885,Superior One Bedroom Golf Course n Mountain Views,Condominium,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,3,1.0,1.0,7,1.0,114.00,150.00,25.00,4,{'picture_url': 'https://a0.muscache.com/im/pictures/f9d1f857-36bf-4bff-84c6-718c9489e837.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 8, 'review_scores_rating': 86}"
14040723,https://www.airbnb.com/rooms/14040723,Beachside in Paradise,Guesthouse,Entire home/apt,Real Bed,5,90,flexible,4,2.0,3.0,7,1.5,215.00,100.00,30.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/c399d351-4911-4f05-8045-d7e9b7d56cd2.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 100}"
14042368,https://www.airbnb.com/rooms/14042368,Spacious Suite - Matosinhos Sul (Beach),Apartment,Private room,Real Bed,2,30,strict_14_with_grace_period,2,1.0,1.0,3,1.0,50.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/102958bc-7ea1-4e7a-9701-5ab75f6f85fb.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 6, 'review_scores_communication': 8, 'review_scores_location': 10, 'review_scores_value': 8, 'review_scores_rating': 40}"
14043849,https://www.airbnb.com/rooms/14043849,Comfy private room in Williamsburg's top location!,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,130,1.0,54.00,20.00,30.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/1fb0d55a-a243-47d9-afa9-c586232c7796.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 92}"
